Unnamed: 0,codice_cliente,Prodotto,Area di Bisogno,Data di Emissione,Premio_Ricorrente,Premio_Unico,Capitale_Rivalutato,Massimale,Stato_Polizza,Data_Scadenza,Canale_Acquisizione,Commissione_Perc,Premio_Totale_Annuo,Commissione_Euro,Costi_Operativi,Margine_Lordo,Importo_Liquidato,Sinistri_Totali,Loss_Ratio
126.0,9576,Polizza Salute e Infortuni: Salute Protetta,Protezione,2013-06-03,675.0,,,800000.0,Scaduta,2014-06-03,Rete Diretta Agenziale,0.121,675.0,82,124.07978694329948,469,,0,0.0
127.0,9576,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2003-07-06,,71919.0,154121.0,,Attiva,2004-07-06,Rete Diretta Agenziale,0.034,0.0,0,0.0,0,,0,0.0
128.0,9577,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2017-01-09,239.0,,,200000.0,Attiva,2018-01-09,Rete Diretta Agenziale,0.13,239.0,31,55.17785985605174,153,47429.0,47429,3.0
129.0,9577,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2018-09-07,114.0,,10595.0,,Attiva,2019-09-07,Rete Diretta Agenziale,0.035,114.0,4,25.2057143880534,85,,0,0.0
130.0,9580,Polizza Salute e Infortuni: Salute Protetta,Protezione,2024-05-17,911.0,,,800000.0,Attiva,2025-05-17,Rete Diretta Agenziale,0.133,911.0,121,209.4101151415305,581,,0,0.0
131.0,9580,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2024-04-03,712.0,,,1000000.0,Attiva,2025-04-03,Rete Diretta Agenziale,0.131,712.0,93,141.950009307558,477,,0,0.0
132.0,9580,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2023-05-13,85.0,,1494.0,,Attiva,2024-05-13,Rete Diretta Agenziale,0.028,85.0,2,18.268145610734187,65,,0,0.0
133.0,9581,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2012-05-01,504.0,,,100000.0,Attiva,2013-05-01,Rete Diretta Agenziale,0.139,504.0,70,98.8256587922194,335,,0,0.0
134.0,9582,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2012-03-18,224.0,,,100000.0,Scaduta,2013-03-18,Rete Diretta Agenziale,0.155,224.0,35,52.60530032829536,136,,0,0.0
135.0,9583,Polizza Salute e Infortuni: Salute Protetta,Protezione,2022-04-05,402.0,,,350000.0,Attiva,2023-04-05,Rete Diretta Agenziale,0.147,402.0,59,61.2379628366095,282,,0,0.0
136.0,9583,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2013-01-02,340.0,,53876.0,,Scaduta,2014-01-02,Rete Diretta Agenziale,0.036,340.0,12,80.83140625478859,247,,0,0.0
137.0,9583,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2024-02-01,106.0,,816.0,,Attiva,2025-02-01,Rete Diretta Agenziale,0.038,106.0,4,15.950247973035609,86,,0,0.0
138.0,9587,Polizza Salute e Infortuni: Salute Protetta,Protezione,2006-11-22,691.0,,,800000.0,Scaduta,2007-11-22,Rete Diretta Agenziale,0.126,691.0,87,113.21057920319508,491,,0,0.0
139.0,9587,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2023-02-17,597.0,,,500000.0,Attiva,2024-02-17,Rete Diretta Agenziale,0.121,597.0,72,142.07095571689985,383,18168.0,18168,3.0
140.0,9587,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,1998-03-20,213.0,,139425.0,,Scaduta,1999-03-20,Rete Diretta Agenziale,0.031,213.0,7,46.82172686453168,159,,0,0.0
141.0,9588,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2018-11-03,544.0,,,200000.0,Attiva,2019-11-03,Rete Diretta Agenziale,0.147,544.0,80,105.2960898261772,359,,0,0.0
142.0,9588,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2019-10-17,198.0,,12427.0,,Attiva,2020-10-17,Rete Diretta Agenziale,0.023,198.0,5,34.74542912932497,158,,0,0.0
143.0,9591,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2021-06-20,187.0,,7831.0,,Attiva,2022-06-20,Rete Diretta Agenziale,0.025,187.0,5,42.0025100616109,140,,0,0.0
144.0,9591,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2019-12-10,281.0,,18858.0,,Attiva,2020-12-10,Rete Diretta Agenziale,0.025,281.0,7,49.53309804463361,224,,0,0.0
145.0,9595,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2024-10-18,742.0,,,200000.0,Attiva,2025-10-18,Rete Diretta Agenziale,0.161,742.0,119,163.90441165204737,459,,0,0.0
146.0,9595,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2018-09-16,113.0,,11535.0,,Attiva,2019-09-16,Rete Diretta Agenziale,0.041,113.0,5,17.9043965548382,90,,0,0.0
147.0,9598,Polizza Salute e Infortuni: Salute Protetta,Protezione,2018-10-05,655.0,,,200000.0,Scaduta,2019-10-05,Rete Diretta Agenziale,0.165,655.0,108,153.05690998324835,394,,0,0.0
148.0,9599,Polizza Salute e Infortuni: Salute Protetta,Protezione,2020-07-14,892.0,,,350000.0,Attiva,2021-07-14,Rete Diretta Agenziale,0.131,892.0,117,168.9500077420238,606,,0,0.0
149.0,9599,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2022-12-27,315.0,,,500000.0,Attiva,2023-12-27,Rete Diretta Agenziale,0.12,315.0,38,75.07847525775675,202,,0,0.0
150.0,9600,Polizza Salute e Infortuni: Salute Protetta,Protezione,2013-11-12,948.0,,,350000.0,Scaduta,2014-11-12,Rete Diretta Agenziale,0.128,948.0,121,231.43248637882644,596,,0,0.0
151.0,9600,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2019-08-07,285.0,,,500000.0,Attiva,2020-08-07,Rete Diretta Agenziale,0.13,285.0,37,55.46009683156539,193,,0,0.0
152.0,9600,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,1999-08-04,163.0,,123684.0,,Scaduta,2000-08-04,Rete Diretta Agenziale,0.041,163.0,7,39.19706536621113,117,,0,0.0
153.0,9601,Polizza Salute e Infortuni: Salute Protetta,Protezione,2005-02-14,674.0,,,350000.0,Scaduta,2006-02-14,Rete Diretta Agenziale,0.166,674.0,112,122.31466967101164,440,,0,0.0
154.0,9602,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2017-10-01,477.0,,,100000.0,Attiva,2018-10-01,Rete Diretta Agenziale,0.127,477.0,61,101.5869074136557,314,,0,0.0
155.0,9602,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2011-03-16,698.0,,,1000000.0,Scaduta,2012-03-16,Rete Diretta Agenziale,0.126,698.0,88,139.89149120990297,470,,0,0.0
156.0,9604,Polizza Salute e Infortuni: Salute Protetta,Protezione,2009-01-20,764.0,,,100000.0,Scaduta,2010-01-20,Rete Diretta Agenziale,0.154,764.0,118,158.8050276365828,487,,0,0.0
157.0,9604,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2012-12-02,659.0,,,100000.0,Attiva,2013-12-02,Rete Diretta Agenziale,0.169,659.0,111,119.9641259646342,428,,0,0.0
158.0,9604,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2003-04-24,,96550.0,200435.0,,Scaduta,2004-04-24,Rete Diretta Agenziale,0.038,0.0,0,0.0,0,,0,0.0
159.0,9604,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2024-04-28,106.0,,508.0,,Attiva,2025-04-28,Rete Diretta Agenziale,0.026,106.0,3,16.282271495177913,87,,0,0.0
160.0,9604,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2012-03-09,217.0,,59972.0,,Scaduta,2013-03-09,Rete Diretta Agenziale,0.03,217.0,7,32.77586199484636,177,,0,0.0
161.0,9605,Polizza Salute e Infortuni: Salute Protetta,Protezione,2023-08-18,477.0,,,200000.0,Attiva,2024-08-18,Rete Diretta Agenziale,0.141,477.0,67,72.84938700997152,337,,0,0.0
162.0,9605,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2017-08-10,746.0,,,1000000.0,Attiva,2018-08-10,Rete Diretta Agenziale,0.16,746.0,119,169.56363601354744,457,,0,0.0
163.0,9606,Polizza Salute e Infortuni: Salute Protetta,Protezione,2022-10-13,996.0,,,200000.0,Attiva,2023-10-13,Rete Diretta Agenziale,0.143,996.0,142,181.58875072032632,672,,0,0.0
164.0,9606,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2020-01-20,358.0,,,500000.0,Attiva,2021-01-20,Rete Diretta Agenziale,0.141,358.0,50,75.25953415588474,233,,0,0.0
165.0,9606,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2012-08-15,235.0,,46685.0,,Scaduta,2013-08-15,Rete Diretta Agenziale,0.048,235.0,11,38.010178173451,186,,0,0.0
166.0,9607,Polizza Salute e Infortuni: Salute Protetta,Protezione,2012-09-17,599.0,,,800000.0,Attiva,2013-09-17,Rete Diretta Agenziale,0.153,599.0,92,103.48555492225412,404,6036.0,6036,3.0
167.0,9608,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2017-03-16,296.0,,,200000.0,Attiva,2018-03-16,Rete Diretta Agenziale,0.145,296.0,43,71.60029622084214,181,,0,0.0
168.0,9609,Polizza Salute e Infortuni: Salute Protetta,Protezione,2016-12-10,906.0,,,100000.0,Scaduta,2017-12-10,Rete Diretta Agenziale,0.135,906.0,122,194.72073298869336,589,,0,0.0
169.0,9609,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2016-03-02,327.0,,,200000.0,Attiva,2017-03-02,Rete Diretta Agenziale,0.167,327.0,55,65.96296187228916,206,12223.0,12223,3.0
170.0,9610,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2007-08-08,472.0,,,100000.0,Attiva,2008-08-08,Rete Diretta Agenziale,0.124,472.0,59,79.81380637732069,333,,0,0.0
171.0,9612,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2024-10-04,707.0,,,200000.0,Attiva,2025-10-04,Rete Diretta Agenziale,0.167,707.0,118,129.0516251240426,460,,0,0.0
172.0,9615,Polizza Salute e Infortuni: Salute Protetta,Protezione,2023-03-28,306.0,,,100000.0,Attiva,2024-03-28,Rete Diretta Agenziale,0.125,306.0,38,46.01613101600249,222,,0,0.0
173.0,9615,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2023-03-04,565.0,,,200000.0,Attiva,2024-03-04,Rete Diretta Agenziale,0.147,565.0,83,129.3934152712493,353,,0,0.0
174.0,9617,Polizza Salute e Infortuni: Salute Protetta,Protezione,2015-02-06,505.0,,,800000.0,Attiva,2016-02-06,Rete Diretta Agenziale,0.164,505.0,83,84.00690181321104,338,,0,0.0
175.0,9617,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2018-03-10,424.0,,,1000000.0,Attiva,2019-03-10,Rete Diretta Agenziale,0.147,424.0,62,99.29139583102248,263,,0,0.0
176.0,9618,Polizza Salute e Infortuni: Salute Protetta,Protezione,2023-09-04,494.0,,,100000.0,Attiva,2024-09-04,Rete Diretta Agenziale,0.173,494.0,85,112.01576553766796,297,,0,0.0
177.0,9619,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2024-07-19,347.0,,711.0,,Attiva,2025-07-19,Rete Diretta Agenziale,0.031,347.0,11,67.3021432183654,269,,0,0.0
178.0,9620,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2019-04-09,768.0,,,1000000.0,Attiva,2020-04-09,Rete Diretta Agenziale,0.129,768.0,99,181.5374384862468,487,,0,0.0
179.0,9622,Polizza Salute e Infortuni: Salute Protetta,Protezione,2020-06-15,703.0,,,800000.0,Attiva,2021-06-15,Rete Diretta Agenziale,0.151,703.0,106,159.81527712285052,437,,0,0.0
180.0,9622,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2022-06-22,358.0,,10072.0,,Attiva,2023-06-22,Rete Diretta Agenziale,0.036,358.0,13,56.6272963702811,288,,0,0.0
181.0,9623,Polizza Salute e Infortuni: Salute Protetta,Protezione,2010-10-02,477.0,,,800000.0,Attiva,2011-10-02,Rete Diretta Agenziale,0.165,477.0,79,89.18969858026847,309,,0,0.0
182.0,9623,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2021-08-27,459.0,,,1000000.0,Attiva,2022-08-27,Rete Diretta Agenziale,0.132,459.0,61,100.24839916962368,298,,0,0.0
183.0,9623,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2013-07-21,187.0,,38679.0,,Scaduta,2014-07-21,Rete Diretta Agenziale,0.023,187.0,4,37.980104642840615,145,,0,0.0
184.0,9624,Polizza Salute e Infortuni: Salute Protetta,Protezione,2021-03-02,757.0,,,100000.0,Attiva,2022-03-02,Rete Diretta Agenziale,0.134,757.0,101,182.5600196100065,473,,0,0.0
185.0,9624,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2023-06-16,574.0,,,100000.0,Attiva,2024-06-16,Rete Diretta Agenziale,0.15,574.0,86,118.50862226708033,369,,0,0.0
186.0,9624,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2022-06-23,,42475.0,44773.0,,Attiva,2023-06-23,Rete Diretta Agenziale,0.039,0.0,0,0.0,0,,0,0.0
187.0,9625,Polizza Salute e Infortuni: Salute Protetta,Protezione,2018-09-27,602.0,,,100000.0,Attiva,2019-09-27,Rete Diretta Agenziale,0.16,602.0,96,118.69976796613928,387,,0,0.0
188.0,9625,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2018-11-25,256.0,,,100000.0,Scaduta,2019-11-25,Rete Diretta Agenziale,0.128,256.0,33,42.10757782657478,181,7995.0,7995,3.0
189.0,9625,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2007-12-04,133.0,,56396.0,,Attiva,2008-12-04,Rete Diretta Agenziale,0.032,133.0,4,23.44884660291252,106,,0,0.0
190.0,9626,Polizza Salute e Infortuni: Salute Protetta,Protezione,2024-10-17,634.0,,,350000.0,Attiva,2025-10-17,Rete Diretta Agenziale,0.151,634.0,96,146.12890251774164,392,,0,0.0
191.0,9627,Polizza Salute e Infortuni: Salute Protetta,Protezione,2024-04-23,368.0,,,200000.0,Attiva,2025-04-23,Rete Diretta Agenziale,0.15,368.0,55,80.78248696616487,232,,0,0.0
192.0,9627,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2020-08-25,391.0,,,100000.0,Scaduta,2021-08-25,Rete Diretta Agenziale,0.168,391.0,66,94.84953606757183,230,,0,0.0
193.0,9628,Polizza Salute e Infortuni: Salute Protetta,Protezione,2013-08-14,649.0,,,100000.0,Scaduta,2014-08-14,Rete Diretta Agenziale,0.145,649.0,94,114.13514990794935,441,3754.0,3754,3.0
194.0,9628,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2011-07-23,,70716.0,131809.0,,Scaduta,2012-07-23,Rete Diretta Agenziale,0.025,0.0,0,0.0,0,,0,0.0
195.0,9628,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2018-11-18,101.0,,8635.0,,Attiva,2019-11-18,Rete Diretta Agenziale,0.038,101.0,4,17.211923377208844,80,34864.0,34864,3.0
196.0,9628,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2018-08-27,232.0,,19236.0,,Scaduta,2019-08-27,Rete Diretta Agenziale,0.031,232.0,7,52.24126887082392,173,,0,0.0
197.0,9630,Polizza Salute e Infortuni: Salute Protetta,Protezione,2024-05-23,374.0,,,350000.0,Attiva,2025-05-23,Rete Diretta Agenziale,0.15,374.0,56,92.10923550580192,226,,0,0.0
198.0,9630,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2020-11-21,299.0,,16170.0,,Attiva,2021-11-21,Rete Diretta Agenziale,0.032,299.0,10,70.27415622956316,219,,0,0.0
199.0,9631,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2024-02-04,359.0,,,500000.0,Attiva,2025-02-04,Rete Diretta Agenziale,0.148,359.0,53,62.26062004151586,244,,0,0.0
200.0,9632,Polizza Salute e Infortuni: Salute Protetta,Protezione,2023-06-21,717.0,,,100000.0,Attiva,2024-06-21,Rete Diretta Agenziale,0.179,717.0,128,127.41577909705336,462,,0,0.0
201.0,9632,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2018-09-01,227.0,,20484.0,,Attiva,2019-09-01,Rete Diretta Agenziale,0.029,227.0,7,47.40742589819566,173,16796.0,16796,3.0
202.0,9634,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2006-08-13,248.0,,,200000.0,Attiva,2007-08-13,Rete Diretta Agenziale,0.141,248.0,35,56.06380933449344,157,,0,0.0
203.0,9635,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2021-03-19,394.0,,,200000.0,Attiva,2022-03-19,Rete Diretta Agenziale,0.156,394.0,61,74.41720316250913,259,,0,0.0
204.0,9636,Polizza Salute e Infortuni: Salute Protetta,Protezione,2020-08-21,371.0,,,350000.0,Attiva,2021-08-21,Rete Diretta Agenziale,0.153,371.0,57,84.0939729314421,230,19730.0,19730,3.0
205.0,9636,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2022-08-09,529.0,,,200000.0,Attiva,2023-08-09,Rete Diretta Agenziale,0.135,529.0,71,113.72693076186307,344,,0,0.0
206.0,9637,Polizza Salute e Infortuni: Salute Protetta,Protezione,2023-11-02,506.0,,,800000.0,Attiva,2024-11-02,Rete Diretta Agenziale,0.127,506.0,64,108.8609743313972,333,,0,0.0
207.0,9637,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2024-02-25,510.0,,,200000.0,Attiva,2025-02-25,Rete Diretta Agenziale,0.137,510.0,70,114.93537370331995,325,,0,0.0
208.0,9638,Polizza Salute e Infortuni: Salute Protetta,Protezione,2013-07-18,625.0,,,350000.0,Scaduta,2014-07-18,Rete Diretta Agenziale,0.124,625.0,78,144.21143556554932,403,,0,0.0
209.0,9638,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2012-06-24,395.0,,90960.0,,Scaduta,2013-06-24,Rete Diretta Agenziale,0.04,395.0,16,71.80465975833246,307,,0,0.0
210.0,9639,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2024-11-22,636.0,,,100000.0,Attiva,2025-11-22,Rete Diretta Agenziale,0.176,636.0,112,135.37919525815687,389,,0,0.0
211.0,9639,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2024-05-16,634.0,,,500000.0,Attiva,2025-05-16,Rete Diretta Agenziale,0.177,634.0,112,144.31699940855037,378,,0,0.0
212.0,9639,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2024-03-28,186.0,,1101.0,,Attiva,2025-03-28,Rete Diretta Agenziale,0.04,186.0,7,40.11885861747175,139,,0,0.0
213.0,9640,Polizza Salute e Infortuni: Salute Protetta,Protezione,2021-05-16,723.0,,,200000.0,Attiva,2022-05-16,Rete Diretta Agenziale,0.123,723.0,89,163.90090123109837,470,,0,0.0
214.0,9641,Polizza Salute e Infortuni: Salute Protetta,Protezione,2022-03-22,834.0,,,350000.0,Attiva,2023-03-22,Rete Diretta Agenziale,0.169,834.0,141,194.5052245869111,498,,0,0.0
215.0,9641,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2018-09-24,541.0,,,100000.0,Scaduta,2019-09-24,Rete Diretta Agenziale,0.153,541.0,83,117.24039201095916,341,,0,0.0
216.0,9641,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2019-06-24,64.0,,4495.0,,Attiva,2020-06-24,Rete Diretta Agenziale,0.041,64.0,3,9.753290008658531,51,42985.0,42985,3.0
217.0,9642,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2018-07-10,719.0,,,100000.0,Attiva,2019-07-10,Rete Diretta Agenziale,0.129,719.0,93,111.1748473677076,515,23800.0,23800,3.0
218.0,9643,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2020-09-13,621.0,,,1000000.0,Attiva,2021-09-13,Rete Diretta Agenziale,0.128,621.0,79,127.18151694666828,415,,0,0.0
219.0,9644,Polizza Salute e Infortuni: Salute Protetta,Protezione,2013-01-20,416.0,,,800000.0,Scaduta,2014-01-20,Rete Diretta Agenziale,0.133,416.0,55,88.6807422029534,272,,0,0.0
220.0,9644,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2021-11-11,794.0,,,500000.0,Attiva,2022-11-11,Rete Diretta Agenziale,0.179,794.0,142,180.93207440202136,471,3314.0,3314,3.0
221.0,9644,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2016-10-19,,83069.0,113439.0,,Attiva,2017-10-19,Rete Diretta Agenziale,0.04,0.0,0,0.0,0,,0,0.0
222.0,9646,Polizza Salute e Infortuni: Salute Protetta,Protezione,2011-11-14,593.0,,,100000.0,Attiva,2012-11-14,Rete Diretta Agenziale,0.172,593.0,102,107.23489326575636,384,2206.0,2206,3.0
223.0,9646,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2016-05-11,481.0,,,200000.0,Attiva,2017-05-11,Rete Diretta Agenziale,0.135,481.0,65,109.2716724912607,307,,0,0.0
224.0,9647,Polizza Salute e Infortuni: Salute Protetta,Protezione,2016-04-03,745.0,,,100000.0,Attiva,2017-04-03,Rete Diretta Agenziale,0.153,745.0,114,172.11181370030943,459,,0,0.0
225.0,9647,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2016-07-18,155.0,,20714.0,,Attiva,2017-07-18,Rete Diretta Agenziale,0.048,155.0,7,37.42326091832953,111,,0,0.0
226.0,9648,Polizza Salute e Infortuni: Salute Protetta,Protezione,2017-12-04,779.0,,,200000.0,Attiva,2018-12-04,Rete Diretta Agenziale,0.131,779.0,102,139.8822838360841,537,,0,0.0
227.0,9648,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2022-10-12,268.0,,6543.0,,Attiva,2023-10-12,Rete Diretta Agenziale,0.03,268.0,8,47.893050339461226,212,,0,0.0
228.0,9650,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2014-07-16,595.0,,,100000.0,Attiva,2015-07-16,Rete Diretta Agenziale,0.125,595.0,74,115.39752989824512,406,,0,0.0
229.0,9651,Polizza Salute e Infortuni: Salute Protetta,Protezione,2024-06-26,300.0,,,800000.0,Attiva,2025-06-26,Rete Diretta Agenziale,0.143,300.0,43,54.08128646397788,203,,0,0.0
230.0,9651,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2023-10-06,,27071.0,28285.0,,Attiva,2024-10-06,Rete Diretta Agenziale,0.032,0.0,0,0.0,0,,0,0.0
231.0,9651,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2024-07-09,235.0,,560.0,,Attiva,2025-07-09,Rete Diretta Agenziale,0.042,235.0,10,49.09313516076392,176,,0,0.0
232.0,9652,Polizza Salute e Infortuni: Salute Protetta,Protezione,2024-04-01,827.0,,,350000.0,Attiva,2025-04-01,Rete Diretta Agenziale,0.162,827.0,134,166.90371842008733,526,,0,0.0
233.0,9652,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2024-07-03,391.0,,1009.0,,Attiva,2025-07-03,Rete Diretta Agenziale,0.038,391.0,15,75.95821174587347,300,,0,0.0
234.0,9654,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2014-08-19,296.0,,,100000.0,Attiva,2015-08-19,Rete Diretta Agenziale,0.148,296.0,44,52.030826237443485,200,,0,0.0
235.0,9655,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2019-12-20,758.0,,,200000.0,Scaduta,2020-12-20,Rete Diretta Agenziale,0.171,758.0,130,142.80602751413429,485,,0,0.0
236.0,9655,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2022-05-18,,93447.0,104661.0,,Attiva,2023-05-18,Rete Diretta Agenziale,0.022,0.0,0,0.0,0,,0,0.0
237.0,9655,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2024-08-13,464.0,,566.0,,Attiva,2025-08-13,Rete Diretta Agenziale,0.041,464.0,19,94.04143491943208,351,,0,0.0
238.0,9656,Polizza Salute e Infortuni: Salute Protetta,Protezione,2021-10-28,581.0,,,100000.0,Attiva,2022-10-28,Rete Diretta Agenziale,0.144,581.0,84,88.3144947299631,409,,0,0.0
239.0,9658,Polizza Salute e Infortuni: Salute Protetta,Protezione,2023-08-17,781.0,,,100000.0,Attiva,2024-08-17,Rete Diretta Agenziale,0.151,781.0,118,159.75000701538596,503,,0,0.0
240.0,9659,Polizza Salute e Infortuni: Salute Protetta,Protezione,2024-08-20,686.0,,,350000.0,Attiva,2025-08-20,Rete Diretta Agenziale,0.139,686.0,95,121.50306439923864,469,,0,0.0
241.0,9659,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2024-04-17,203.0,,1044.0,,Attiva,2025-04-17,Rete Diretta Agenziale,0.024,203.0,5,34.788899791897784,163,,0,0.0
242.0,9660,Polizza Salute e Infortuni: Salute Protetta,Protezione,2022-09-14,932.0,,,100000.0,Attiva,2023-09-14,Rete Diretta Agenziale,0.166,932.0,155,181.97324544118013,595,,0,0.0
243.0,9660,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2021-09-17,,74253.0,82252.0,,Attiva,2022-09-17,Rete Diretta Agenziale,0.04,0.0,0,0.0,0,,0,0.0
